City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,zhangye,38.9342,100.4517,11.38,71,56,1.05,CN,1696549551
270,princeville,45.7668,-61.2985,16.9,92,0,1.54,CA,1696549551
271,dongola,19.1667,30.4833,31.26,22,10,8.96,SD,1696549552
272,newman,37.3138,-121.0208,34.19,34,0,2.68,US,1696549552
273,miyaly,48.8844,53.7836,15.23,70,100,6.43,KZ,1696549553
274,fort morgan,40.2503,-103.8,18.68,36,80,5.14,US,1696549553
275,enshi,30.3,109.4833,15.39,99,100,0.5,CN,1696549553
276,nelson bay,-32.7167,152.15,19.49,48,0,1.79,AU,1696549554
277,fort bragg,35.139,-79.006,25.46,71,100,3.09,US,1696549554
278,gaalkacyo,6.7697,47.4308,27.39,66,99,5.35,SO,1696549555
279,tamanrasset,22.785,5.5228,19.95,40,0,3.09,DZ,1696549555
280,puerto baquerizo moreno,-0.9,-89.6,22.74,81,24,3.94,EC,1696549556
281,pointe-noire,-4.7761,11.8635,24.33,94,59,2.52,CG,1696549556
282,misratah,32.3754,15.0925,23.64,69,3,1.59,LY,1696549557
283,hadibu,12.65,54.0333,27.01,75,84,3.97,YE,1696549557
284,richards bay,-28.783,32.0377,21.4,87,3,4.83,ZA,1696549557
285,ambodifotatra,-16.9833,49.85,23.6,81,88,7.03,MG,1696549558
286,island harbour,50.724,-1.2758,15.52,88,100,0.89,GB,1696549558
287,gainesville,29.6516,-82.3248,27.27,71,20,3.6,US,1696548969
288,hermanus,-34.4187,19.2345,15.04,90,100,5.1,ZA,1696549560
289,obligado,-27.0333,-55.6333,16.35,73,1,1.68,PY,1696549560
290,huntsville,34.7304,-86.5861,24.75,68,100,1.54,US,1696549393
291,magistral'nyy,56.1725,107.4458,5.21,93,100,2.07,RU,1696549561
292,lorengau,-2.0226,147.2712,28.81,74,91,2.72,PG,1696549562
293,saint-philippe,-21.3585,55.7679,18.77,86,66,2.12,RE,1696549562
294,jiuquan,39.7432,98.5174,10.79,54,36,0.32,CN,1696549563
295,eirunepe,-6.6603,-69.8736,27.24,71,89,1.46,BR,1696549564
296,the pas,53.8251,-101.2541,9.01,76,100,6.17,CA,1696549514
297,kruisfontein,-34.0033,24.7314,17.16,94,100,6.08,ZA,1696549565
298,achit,56.7985,57.8994,10.83,90,100,1.9,RU,1696549565
299,choix,26.7092,-108.3219,33.28,36,58,1.53,MX,1696549281
300,uturoa,-16.7333,-151.4333,26.02,79,35,9.72,PF,1696549566
301,banes,20.9625,-75.7186,25.32,89,19,1.32,CU,1696549567
302,aleg,17.0481,-13.9209,34.23,39,97,5.31,MR,1696549567
303,pemangkat,1.1667,108.9667,28.3,76,98,2.6,ID,1696549568
304,silvan,38.1419,41.0081,8.16,40,50,0.68,TR,1696549568
305,vadso,70.0744,29.7487,2.09,93,100,7.72,NO,1696549569
306,zhongshu,24.5167,103.7667,17.64,93,75,1.42,CN,1696549570
307,gadani,25.1185,66.7299,27.12,86,8,5.43,PK,1696549570
308,mezhdurechensk,53.6942,88.0603,3.49,92,80,1.08,RU,1696549570
309,port lincoln,-34.7333,135.8667,13.54,73,100,4.61,AU,1696549571
310,tevriz,57.509,72.4042,8.67,85,79,2.23,RU,1696549571
311,gadzhiyevo,69.2551,33.3362,3.68,79,48,12.26,RU,1696549572
312,hailar,49.2,119.7,7.1,51,4,1.97,CN,1696549572
313,al jawf,29.5,38.75,25.19,38,11,8.43,SA,1696549573
314,boca suno,-0.7167,-77.1333,26.08,73,100,1.57,EC,1696549573
315,waingapu,-9.6567,120.2641,26.3,83,9,3.99,ID,1696549574
316,dickinson,29.4608,-95.0513,25.09,84,100,5.66,US,1696549575
317,tari,12.4086,4.4914,28.44,55,76,3.02,NG,1696549575
318,aripuana,-9.1667,-60.6333,31.27,35,59,1.11,BR,1696549295
319,alice springs,-23.7,133.8833,18.75,24,1,7.2,AU,1696549528
320,nadym,65.5333,72.5167,6.27,73,96,11.78,RU,1696549577
321,al muwayh,22.4333,41.7583,25.2,20,0,5.34,SA,1696549577
322,constantia,44.1833,28.65,14.38,84,34,3.55,RO,1696549361
323,sena madureira,-9.0656,-68.6569,27.11,67,82,1.05,BR,1696549579
324,rodolfo sanchez taboada,31.7167,-116.5667,23.39,75,6,0.45,MX,1696549579
325,floro,61.5996,5.0328,10.98,71,100,5.14,NO,1696549579
326,barlinek,52.9946,15.2186,9.21,86,69,2.94,PL,1696549580
327,deschutes river woods,43.9915,-121.3584,26.0,34,0,4.12,US,1696549580
328,mhamid,29.82,-5.72,24.46,20,100,3.57,MA,1696549581
329,new norfolk,-42.7826,147.0587,12.62,55,63,3.29,AU,1696549582
330,theniet el had,35.8711,2.0281,19.53,47,0,1.32,DZ,1696549583
331,gambela,8.25,34.5833,22.2,82,34,1.43,ET,1696549584
332,thief river falls,48.1191,-96.1812,8.96,87,100,4.63,US,1696549585
333,trinidad,-14.8333,-64.9,30.99,58,40,2.06,BO,1696549585
334,kingston,17.997,-76.7936,30.53,79,20,2.06,JM,1696549167
335,fale old settlement,-9.3852,-171.2468,28.42,71,10,2.55,TK,1696549588
336,villanueva,15.3167,-88.0,31.55,70,20,5.66,HN,1696549589
337,remire-montjoly,4.9167,-52.2667,28.02,78,0,2.06,GF,1696549590
338,sitka,57.0531,-135.33,14.94,82,100,4.63,US,1696549590
339,hilongos,10.3744,124.7497,29.47,76,61,1.78,PH,1696549591
340,neiafu,-18.65,-173.9833,23.38,56,40,4.63,TO,1696549592
341,birao,10.2849,22.7882,24.04,75,50,1.04,CF,1696549593
342,shahrud,36.4182,54.9763,10.58,77,7,3.11,IR,1696549593
343,callao,-12.0667,-77.15,23.18,77,40,4.63,PE,1696549594
344,kapiri mposhi,-13.9652,28.6809,20.05,45,35,3.18,ZM,1696549595
345,muli,2.9167,73.5667,27.31,76,100,2.47,MV,1696549595
346,ceerigaabo,10.6162,47.368,19.39,68,92,1.07,SO,1696549596
347,srandakan,-7.9386,110.2506,26.32,79,68,1.44,ID,1696549596
348,pisco,-13.7,-76.2167,21.03,73,0,5.66,PE,1696549597
349,amga,60.8953,131.9608,-0.59,71,49,2.07,RU,1696549597
350,san antonio de pale,-1.4014,5.6325,25.33,85,100,5.93,GQ,1696549598
351,axim,4.8699,-2.2405,25.02,91,100,1.66,GH,1696549598
352,puerto lempira,15.2667,-83.7667,28.14,80,5,3.85,HN,1696549599
353,gizo,-8.103,156.8419,27.77,79,21,7.16,SB,1696549599
354,aosta,45.7667,7.4167,10.55,36,70,1.35,IT,1696549600
355,kushiro,42.975,144.3747,15.53,67,75,2.57,JP,1696549601
356,tsiombe,-25.3,45.4833,20.63,65,0,0.87,MG,1696549602
357,chernyshevskiy,63.0128,112.4714,-2.18,95,100,2.41,RU,1696549602
358,usinsk,65.9939,57.5281,5.6,79,51,6.26,RU,1696549603
359,terme,41.2092,36.9739,12.96,87,22,1.87,TR,1696549603
360,kassala,15.451,36.4,29.95,34,0,3.52,SD,1696549604
361,boksitogorsk,59.474,33.8485,9.71,94,100,3.31,RU,1696549604
362,grove,51.6095,-1.4219,14.05,89,0,2.06,GB,1696549551
363,robore,-18.3333,-59.75,31.22,33,13,2.14,BO,1696549605
364,castro,-24.7911,-50.0119,18.14,99,50,1.67,BR,1696549606
365,talcahuano,-36.7167,-73.1167,12.82,67,0,4.12,CL,1696549607
366,okha,53.5739,142.9478,7.57,74,100,6.5,RU,1696549608
367,shaowu,27.3409,117.4831,19.84,88,99,1.01,CN,1696549608
368,buka,40.8108,69.1986,21.01,26,96,3.19,UZ,1696549609
369,mao,39.8885,4.2658,22.31,94,75,1.54,ES,1696549610
370,senillosa,-39.0,-68.4167,16.88,32,0,14.32,AR,1696549610
371,chernyshevsk,52.5243,117.0174,5.48,63,11,0.54,RU,1696549611
372,luderitz,-26.6481,15.1594,14.44,87,3,4.69,NA,1696549611
373,luganville,-15.5333,167.1667,26.02,72,91,4.22,VU,1696549612
374,anzio,41.4853,12.6179,20.2,78,14,0.63,IT,1696549613
375,enewetak,11.3474,162.3373,29.17,73,100,7.58,MH,1696549613
376,najran,17.4924,44.1277,21.36,23,0,1.23,SA,1696549614
377,presidente olegario,-18.4178,-46.4181,25.33,63,91,1.73,BR,1696549614
378,ovalle,-30.5983,-71.2003,14.42,59,1,1.55,CL,1696549152
379,bayanhongor,46.7167,100.1167,-1.57,76,28,1.73,MN,1696549615
380,sur,22.5667,59.5289,32.11,51,6,2.15,OM,1696549615
381,valdivia,-39.8142,-73.2459,12.05,97,54,1.92,CL,1696549562
382,nema,57.5067,50.5011,9.22,70,99,2.28,RU,1696549616
383,raduzhny,62.0961,77.475,8.83,87,30,8.64,RU,1696549617
384,lebork,54.5392,17.7501,9.71,98,52,2.56,PL,1696549617
385,mascara,35.3966,0.1403,21.51,53,2,1.46,DZ,1696549618
386,oyama,36.3,139.8,20.33,36,0,3.62,JP,1696549618
387,sovetskaya gavan',48.9723,140.2878,10.61,60,100,8.31,RU,1696549619
388,meadow lake,34.8014,-106.5436,25.63,17,0,1.68,US,1696549619
389,walvis bay,-22.9575,14.5053,13.94,88,35,1.54,NA,1696549620
390,khasab,26.1799,56.2477,32.36,38,0,1.34,OM,1696549621
391,tartouss,34.889,35.8866,26.96,59,0,1.32,SY,1696549621
392,paciran,-6.8767,112.3761,26.46,82,48,5.18,ID,1696549621
393,bodo,67.28,14.405,6.02,79,40,7.72,NO,1696549622
394,oppdal,62.5943,9.6912,2.07,85,90,2.92,NO,1696549623
395,mersing,2.4312,103.8405,23.95,100,40,2.57,MY,1696549623
396,oranjemund,-28.55,16.4333,14.15,95,14,4.18,NA,1696549624
397,zuera,41.8677,-0.7898,22.27,49,2,1.33,ES,1696549624
398,shendi,16.6915,33.4341,33.02,18,0,4.0,SD,1696549625
399,sao luiz gonzaga,-28.4083,-54.9608,14.61,78,0,3.35,BR,1696549625
400,haiku-pauwela,20.9219,-156.3051,30.01,48,40,8.75,US,1696549626
401,bhamo,24.2667,97.2333,24.2,100,61,0.53,MM,1696549627
402,saldanha,-33.0117,17.9442,15.32,90,2,4.04,ZA,1696549627
403,nar'yan-mar,67.6713,53.087,3.95,78,86,9.39,RU,1696549628
404,kapuskasing,49.4169,-82.4331,18.0,48,75,2.06,CA,1696549629
405,bude,50.8243,-4.5413,15.55,92,100,0.45,GB,1696549630
406,vitorino freire,-4.0667,-45.1667,26.89,67,54,4.82,BR,1696549630
407,uvinza,-5.1036,30.3911,23.01,53,87,0.61,TZ,1696549631
408,fisterra,42.9049,-9.2629,15.42,77,1,1.48,ES,1696549631
409,flying fish cove,-10.4217,105.6791,24.82,94,100,4.63,CX,1696549632
410,torres,-29.3353,-49.7269,16.59,82,93,1.95,BR,1696549633
411,cabo san lucas,22.8909,-109.9124,32.09,75,75,4.02,MX,1696549386
412,condega,13.365,-86.3985,22.97,95,15,1.67,NI,1696549634
413,banda aceh,5.5577,95.3222,26.34,85,100,5.63,ID,1696549382
414,vuktyl,63.8567,57.3094,8.39,94,100,4.92,RU,1696549635
415,ottendorf-okrilla,51.1833,13.8333,14.72,61,100,2.57,DE,1696549635
416,lihue,21.9789,-159.3672,28.58,79,75,3.6,US,1696549636
417,barra,-11.0894,-43.1417,29.44,46,59,2.72,BR,1696549636
418,broken hill,-31.95,141.4333,16.11,60,5,5.81,AU,1696549637
419,tadine,-21.55,167.8833,23.67,54,64,5.21,NC,1696549638
420,gay,51.4666,58.4552,14.95,80,100,2.94,RU,1696549638
421,wenchang,30.904,118.4887,17.04,78,20,5.2,CN,1696549639
422,puerto tirol,-27.3722,-59.0821,20.0,52,0,3.09,AR,1696549639
423,fortuna,40.5982,-124.1573,28.19,49,0,2.57,US,1696549640
424,pathein,16.7833,94.7333,26.91,87,100,2.74,MM,1696549640
425,weno,7.4515,151.8468,25.92,85,100,2.73,FM,1696549641
426,kapren,25.4167,76.0667,23.63,53,10,1.15,IN,1696549641
427,puerto santa,-8.9906,-78.6456,17.64,96,100,4.14,PE,1696549642
428,soio,-6.1349,12.3689,24.64,90,41,4.93,AO,1696549643
429,jijiga,9.35,42.8,17.89,68,53,1.82,ET,1696549643
430,dudinka,69.4058,86.1778,1.46,92,100,8.49,RU,1696549644
431,al jahra',29.3375,47.6581,30.31,30,1,5.82,KW,1696549605
432,suncheon,34.9481,127.4895,15.51,55,61,1.6,KR,1696549645
433,grand falls-windsor,48.9332,-55.6649,10.28,83,84,0.45,CA,1696549646
434,labrador city,52.9463,-66.9114,13.95,88,75,7.2,CA,1696549646
435,ust-tsilma,65.441,52.1498,4.78,96,94,6.26,RU,1696549647
436,aliaga,15.5167,120.8667,24.72,95,100,1.65,PH,1696549647
437,tarakan,3.3,117.6333,28.72,89,40,1.54,ID,1696549648
438,ramos arizpe,25.55,-100.9667,20.63,62,100,3.09,MX,1696549648
439,yerofey pavlovich,53.9667,121.9667,4.41,63,55,0.68,RU,1696549649
440,naqadeh,36.9553,45.388,11.97,66,34,0.36,IR,1696549650
441,queanbeyan,-35.35,149.2333,14.78,70,75,2.57,AU,1696549650
442,geraldton,-28.7667,114.6,21.23,35,0,3.09,AU,1696549651
443,camapua,-19.5314,-54.0439,31.02,36,57,2.09,BR,1696549651
444,brookings,44.3114,-96.7984,13.19,60,75,10.29,US,1696549591
445,fort mcmurray,56.7268,-111.381,3.77,65,100,5.14,CA,1696549503
446,stephenville,32.2207,-98.2023,26.8,53,75,2.06,US,1696549653
447,hilo,19.7297,-155.09,28.85,70,40,4.12,US,1696549396
448,gunnison,38.7,-107.0673,14.47,39,0,1.85,US,1696549654
449,chui,-33.6971,-53.4616,13.17,71,2,3.49,UY,1696549654
450,carnarvon,-24.8667,113.6333,21.53,68,5,6.11,AU,1696549655
451,panji,-7.7253,114.0995,28.57,58,5,1.33,ID,1696549655
452,wild rose,44.1786,-89.249,17.65,52,0,3.6,US,1696549656
453,nantucket,41.2835,-70.0995,18.08,100,100,3.6,US,1696549454
454,zanjan,36.6736,48.4787,11.57,58,98,1.72,IR,1696549657
455,chibuto,-24.6867,33.5306,19.22,73,11,3.83,MZ,1696549657
456,bethanie,-26.4833,17.15,24.19,29,99,0.48,NA,1696549658
457,l'isle-jourdain,43.6144,1.0817,19.04,40,58,1.15,FR,1696549658
458,halikko,60.4,23.0833,1.29,84,30,1.76,FI,1696549659
459,bowen,-20.0167,148.2333,25.46,74,25,4.17,AU,1696549659
460,villazon,-22.0866,-65.5942,13.82,4,76,5.1,BO,1696549660
461,saint-pierre,-21.3393,55.4781,18.82,59,0,3.6,RE,1696549661
462,kimbe,-5.5502,150.1429,31.88,57,86,2.17,PG,1696549661
463,saint-francois,46.4154,3.9054,7.6,100,0,1.03,FR,1696549662
464,whitby,54.4877,-0.615,16.29,87,100,2.24,GB,1696549453
465,luebo,-5.35,21.4167,23.32,52,47,0.26,CD,1696549662
466,mitu,1.1983,-70.1733,23.79,97,77,0.95,CO,1696549663
467,makueni boma,-1.8041,37.6203,18.44,80,62,2.39,KE,1696549664
468,cambria,35.5641,-121.0808,35.98,29,0,3.57,US,1696549664
469,akureyri,65.6835,-18.0878,2.96,75,100,2.57,IS,1696549665
470,sao paulo de olivenca,-3.3783,-68.8725,28.43,65,100,0.92,BR,1696549665
471,rijeka,45.3431,14.4092,18.44,77,0,1.03,HR,1696549386
472,rio grande,-32.035,-52.0986,14.97,68,1,2.79,BR,1696549666
473,preobrazheniye,42.9019,133.9064,8.02,68,1,5.36,RU,1696549667
474,gulabpura,25.9,74.6667,24.0,41,18,5.75,IN,1696549668
475,iquitos,-3.7481,-73.2472,26.02,78,40,1.03,PE,1696549523
476,isangel,-19.55,169.2667,25.06,61,75,5.66,VU,1696549669
477,kochi,9.9399,76.2602,24.99,92,96,2.42,IN,1696549662
478,atlixco,18.9082,-98.4361,26.56,83,39,1.57,MX,1696549472
479,cascais,38.6979,-9.4215,24.34,21,76,5.36,PT,1696549670
480,al ghayzah,16.2079,52.176,26.03,70,39,1.26,YE,1696549671
481,zhumadian,32.9794,114.0294,12.86,91,100,5.28,CN,1696549671
482,aras-asan,8.8908,126.3033,28.05,73,90,1.35,PH,1696549672
483,tangalle,6.024,80.7911,23.48,94,88,1.8,LK,1696549672
484,dunedin,-45.8742,170.5036,18.37,98,100,5.36,NZ,1696549673
485,schuyler,42.4167,-76.883,22.99,67,99,4.92,US,1696549673
486,nakamura,32.9833,132.9333,19.58,48,31,1.62,JP,1696549674
487,duong dong,10.2167,103.9667,28.0,89,40,1.03,VN,1696549674
488,dakhla,23.6848,-15.958,21.44,79,69,6.08,EH,1696549674
489,lebowakgomo,-24.2,29.5,20.25,35,46,1.65,ZA,1696549675
490,khandyga,62.6667,135.6,-1.04,82,100,2.22,RU,1696549676
491,andergrove,-21.0833,149.1833,27.58,75,75,2.68,AU,1696549676
492,guarapari,-20.6667,-40.4975,26.05,83,100,7.7,BR,1696549447
493,laojunmiao,39.8333,97.7333,8.49,51,32,0.58,CN,1696549677
494,pueblo west,38.35,-104.7227,22.66,31,0,3.58,US,1696549678
495,williams lake,52.1415,-122.1445,17.25,67,75,1.54,CA,1696549679
496,starobin,52.7267,27.4606,9.92,80,58,7.48,BY,1696549679
497,sumbe,-11.2061,13.8437,22.27,93,85,5.27,AO,1696549679
498,diego de almagro,-26.3667,-70.05,14.29,45,1,1.68,CL,1696549680
499,termas de rio hondo,-27.4998,-64.8604,21.54,35,8,2.95,AR,1696549680
500,dombarovskiy,50.7587,59.5386,15.0,51,100,2.68,RU,1696549681
501,sokol,59.4617,40.1206,7.21,97,59,2.4,RU,1696549681
502,peace river,56.2501,-117.286,7.17,33,75,1.54,CA,1696549682
503,galesong,-5.3166,119.3661,26.01,65,1,2.0,ID,1696549683
504,isiolo,0.3546,37.5822,21.35,62,7,7.28,KE,1696549683
505,wellington,-41.2866,174.7756,16.15,81,100,11.32,NZ,1696549655
506,filadelfia,39.9523,-75.1638,23.14,78,40,5.14,US,1696549619
507,obala,4.1667,11.5333,21.55,99,100,2.18,CM,1696549685
508,vila do maio,15.1333,-23.2167,26.44,77,55,2.15,CV,1696549685
509,gaiman,-43.2897,-65.4929,15.13,27,100,12.75,AR,1696549686
510,taseyevo,57.2169,94.8978,8.52,77,100,3.13,RU,1696549687
511,vanadzor,40.8046,44.4939,7.6,86,0,0.19,AM,1696549687
512,wynyard,-41.0,145.7167,12.77,52,37,2.86,AU,1696549689
513,isla vista,34.4133,-119.861,35.2,42,0,5.14,US,1696549689
514,kamiiso,41.8167,140.65,14.21,82,75,10.8,JP,1696549690
515,leua,48.2156,18.6071,13.61,65,99,2.29,SK,1696549690
516,mount isa,-20.7333,139.5,23.87,20,6,7.2,AU,1696549691
517,shache,38.4167,77.2406,16.46,27,99,3.11,CN,1696549691
518,anton lizardo,19.05,-95.9833,32.12,73,26,3.33,MX,1696549692
519,kutahya,39.4242,29.9833,12.15,61,37,0.57,TR,1696549693
520,las khorey,11.1595,48.1967,30.08,72,4,4.17,SO,1696549693
521,roskovec,40.7375,19.7022,18.8,83,4,0.74,AL,1696549694
522,bubaque,11.2833,-15.8333,27.74,81,94,3.42,GW,1696549694
523,chilecito,-29.1619,-67.4974,16.64,27,0,4.07,AR,1696549695
524,pullambadi,10.9667,78.9167,27.1,70,87,3.85,IN,1696549695
525,harstad,68.799,16.5293,1.56,97,100,7.15,NO,1696549696
526,boende,-0.2167,20.8667,22.82,94,95,1.11,CD,1696549697
527,homer,59.6425,-151.5483,8.93,87,100,3.6,US,1696549697
528,leninskoye,41.7589,69.3864,17.79,49,100,6.25,KZ,1696549698
529,queenstown,-31.8976,26.8753,16.19,95,73,1.41,ZA,1696549698
530,ust'-ilimsk,58.0006,102.6619,6.36,85,100,3.13,RU,1696549699
531,nizhniy odes,63.6445,54.856,5.11,89,88,3.43,RU,1696549699
532,kailua-kona,19.6406,-155.9956,28.98,79,20,5.14,US,1696549700
533,taitung city,22.7583,121.1444,25.15,100,75,4.12,TW,1696549700
534,novodvinsk,64.4165,40.8122,3.21,89,73,2.18,RU,1696549701
535,morehead city,34.7229,-76.726,25.02,90,100,3.13,US,1696549692
536,yreka,41.7354,-122.6345,31.1,22,0,0.75,US,1696549639
537,vikhorevka,56.1201,101.1636,8.73,69,100,3.91,RU,1696549702
538,saraland,30.8207,-88.0706,27.07,77,100,1.77,US,1696549703
539,tomatlan,19.9333,-105.25,28.13,87,79,1.33,MX,1696549703
